date,eth_value,change,new_invest_value,sold_coins_value,eth return,5 percent return
2022-01-21 23:59:00,2554.94,-0.18581143523623175,2113.930748185411,39278.004364367975,41391.93511255339,38484.31859036499
2022-01-22 23:59:00,2432.51,-0.22482648294147256,2012.6334412035098,39283.66080397081,41296.294245174315,38489.86073099269
2022-01-23 23:59:00,2438.7,-0.22285390150477058,2017.7549827392277,39289.31805815937,41307.0730408986,38495.40366974587
2022-01-24 23:59:00,2379.22,0.06571527115220069,8792.265089674498,39294.97612705155,48087.24121672605,47501.92305957129
2022-01-25 23:59:00,2498.92,0.11933205226404353,9234.609274421618,39300.63501076405,48535.24428518566,47508.76382867737
2022-01-26 23:59:00,2393.81,0.07225051623508952,8846.181561315772,39306.294709414404,48152.47627073018,47515.605582925076
2022-01-27 23:59:00,2440.83,0.09331201204025948,9019.941156694298,39311.955223120065,48331.89637981437,47522.448322456316
2022-01-28 23:59:00,2538.65,0.13712816515939452,9381.429111180207,39317.61655199831,48699.04566317852,47529.2920474129
2022-01-29 23:59:00,2590.37,0.16029491469243123,9572.557275216304,39323.2786961666,48895.835971382905,47536.13675793682
2022-01-30 23:59:00,2498.7,-0.04860357530412934,10353.029786063364,39328.94165574233,49681.9714418057,48543.09066001848
2022-01-31 06:00:00,2554.74,-0.02726597749728716,9612.49002025853,40330.361556093194,49942.85157635172,48544.843097136014
